Material,Component_Description,Consumption,Mon_Year
104555,FI-70-306,266.888,Oct_22
104564,HM-283,0.1,Oct_22
104572,ICALAC SB 215,422.65,Oct_22
104624,RODA CRYL 137,112.824,Oct_22
104625,RODA FEEL S 930,100.096,Oct_22
104642,TOLUENE,30.965,Oct_22
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),47.323,Oct_22
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),115.8,Oct_22
104672,MP1,3615.25,Oct_22
104673,SE W 11 CONC,13.4,Oct_22
104676,MELIO PROMUL AP-39 A,1521.687,Oct_22
104680,MEK-CLEANING SOLVENT,458.015,Oct_22
104690,DC65,38.22,Oct_22
104691,TOUCHMILL C/WS,95.865,Oct_22
104703,SMITFIX G 9058,12.96,Oct_22
104727,DILUENT NITRO GL,19010.986,Oct_22
104729,TRUMP FINISH 6311,101.571,Oct_22
104744,ISOLAC ORANGE,1.88,Oct_22
104745,ISOLAC GIALLO ORO,19.814,Oct_22
104746,ISOLAC LEMON LP,12.545,Oct_22
104747,ISOLAC OCRA,19.985,Oct_22
104748,ISOLAC BRUNO,5.847,Oct_22
104749,ISOLAC BRUNO ROSSO,29.337,Oct_22
104750,ISOLAC ROSSO,2.553,Oct_22
104752,ISOLAC VIOLETTO,60.712,Oct_22
104753,ISOLAC TURCHESE,16.789,Oct_22
104754,ISOLAC NERO,130.047,Oct_22
104756,BRITEX BLACK,16.43,Oct_22
104757,BRITEX BROWN,0.635,Oct_22
104773,TO-VI-97,740.349,Oct_22
104824,NOVOLAC 750,2136.371,Oct_22
104846,RODA FEEL N 4,532.644,Oct_22
104847,RODA FEEL S 2081,32.58,Oct_22
104858,ISO PROPYLIC ALCOHOL,64.7,Oct_22
104867,BASEMASK 5000,1044.478,Oct_22
104873,EX-WT-42-511,89.678,Oct_22
104877,CRX S 75 / NT,352.823,Oct_22
104891,LS-64-256,503.44,Oct_22
104923,TOP RT 10,67.816,Oct_22
104926,TOP 100 M,90.994,Oct_22
104928,RODA BASE 5615,1351.125,Oct_22
104929,RODA BASE RECO 8,3982.64,Oct_22
104931,BINDER M-PR 400,15024.538,Oct_22
104932,BINDER W 212,3210.319,Oct_22
104937,MELIO AQUABASE W-MN,408.3,Oct_22
104938,COMPACT HP3,4189.036,Oct_22
104939,AQUAFIX LUCIDO 555,2656.153,Oct_22
104944,RODA OIL KCF 673,130,Oct_22
104959,EX-LS-64-468,138.25,Oct_22
104960,RODA LINK 5504/N,657.447,Oct_22
104962,RODA LEVELLER B-LM,104.911,Oct_22
104963,RODA CARE NL,893.057,Oct_22
104964,RODA FIX 6271/B,1661.633,Oct_22
104965,RODA LINK C/70,328.891,Oct_22
104973,TFIX M 9562,311.357,Oct_22
104988,RM 2510,347.79,Oct_22
104989,RM 1080,268.35,Oct_22
105008,BINDER M-RI 99,1469.443,Oct_22
105020,BASEMASK 5755/T2,374,Oct_22
105027,RODA TEC AW,955.689,Oct_22
105042,SAMIANIL CB ROSSO RP,0.378,Oct_22
105043,SAMIANIL CB BRUNO RP,1.352,Oct_22
105045,SAMIANIL CB NERO RP,6.174,Oct_22
105084,GEALUX QT,63.06,Oct_22
105086,EX WT 43 051,935.65,Oct_22
105114,SODA CASTIC,300,Oct_22
105126,ANTIFOAM NS-165,10.041,Oct_22
105167,AQUABASE HP,4068,Oct_22
105173,SMITFIX G 9631,324.567,Oct_22
105175,SMITFIX G 9633,184.457,Oct_22
105203,RODA FIX 6306,204.4,Oct_22
105205,HM-22-132,50.255,Oct_22
105223,EXP AQ SYSTEM EF 91/8,2816.622,Oct_22
105255,MA-22-617,18.295,Oct_22
105263,RODA FEEL 768/ N,29.225,Oct_22
105283,BUTYL CARBITOL (BC),171.636,Oct_22
105305,Busan 1346,26.55,Oct_22
105310,RODA LAC S 214/N,2164.873,Oct_22
105336,EX-SU-76-235,1003.826,Oct_22
105349,RODA FEEL S 2075,3.26,Oct_22
105369,RODA PUR ADX,84.49,Oct_22
105376,TOPCELL VOC FREE,3219.5,Oct_22
105393,RODA FEEL KTA 950,151.48,Oct_22
105402,ICALAC SB1 MATT,97.5,Oct_22
105409,RODA GROUND RECO 5,379.635,Oct_22
105410,EX-WT-35-711,1901.454,Oct_22
105455,OXY CAR CITRON HP,35.84,Oct_22
105457,OXY CAR MOGANO HP,71.14,Oct_22
105458,OXY CAR AMARANTH HP,20.017,Oct_22
105459,OXY CAR OCEAN BLUE HP,39.071,Oct_22
105460,OXY FINE BIANCO RD,2753.635,Oct_22
105461,OXY CAR BROWN VIOLET HP,386.353,Oct_22
105462,OPERA RUBINO,4.189,Oct_22
105463,OPERA VERDE,9.84,Oct_22
105464,OPERA NERO FR,616.727,Oct_22
105465,OPERA OCRA DL,1451.199,Oct_22
105466,OPERA ROSSO DL,69.869,Oct_22
105467,OPERA BRUNO DL,246.179,Oct_22
105468,OPERA GIALLO,284.007,Oct_22
105469,OPERA LIMONE,164.068,Oct_22
105470,OPERA TURCHESE,89.347,Oct_22
105471,OPERA PORPORA,74.249,Oct_22
105472,OPERA ARANCIO,40.748,Oct_22
105473,OPERA BLU,101.699,Oct_22
105474,OXY CAR BORDEAUX HP,26.135,Oct_22
105475,OXY FINE VIOLETTO,31.282,Oct_22
105476,OPERA VINACCIA,89.9,Oct_22
105492,SELLA DERM YELLOW M2,8.089,Oct_22
105505,ASTACIN FINISH PUMN TF,2183.611,Oct_22
105513,ISOLAC BIANCO N LP,13.843,Oct_22
105515,SAMIACEL OPACO 813 ET,1121.023,Oct_22
105516,RODA CARE HB-B,345.5,Oct_22
105533,SAMIACEL LACCA 793 ET,718.066,Oct_22
105534,SAMIACEL MACCHIA 3338 ET,173.683,Oct_22
105535,OPERA MANDARINO,27.585,Oct_22
105545,RODA WAX 4092,121.41,Oct_22
105546,SELLA DERM BROWN M2,10.868,Oct_22
105547,SELLA DERM LIGHT BLUE M2,3.4,Oct_22
105548,SELLA DERM FUCHSIA M2,0.865,Oct_22
105549,SELLA DERM ORANGE M2,3.22,Oct_22
105550,RODA PUR K 312/F,172.832,Oct_22
105554,RODA LAC ON 3050-N3,15.45,Oct_22
105559,RODA BASE AF-B/N,232.971,Oct_22
105600,EX-WT-35-703,28.2,Oct_22
105621,RODA WAX KCF 604/N,885.57,Oct_22
105655,PRIMAL LH 500,1760.059,Oct_22
105656,PRIMAL LH 550,916.497,Oct_22
105659,EX-XR-55-250,4.992,Oct_22
100041,PRIMAL SB100,5090.1,Sep_20
100322,ICALAC SB 200,2454.943,Sep_20
100413,MELIO FOAM AX-03,98.19,Sep_20
101261,EUDERM NAPPA SOFT S 2,2404.8,Sep_20
104221,PRIMAL SB-150,2893.5,Sep_20
104523,ORANGE DHL,0.186,Sep_20
104528,BI-372,19.2,Sep_20
104531,BLUE DHL,1.202,Sep_20
104541,CICLOESANONE *,1677.929,Sep_20
104555,FI-70-306,417.3,Sep_20
104557,CONTEX GIALLO PK,48.92,Sep_20
104572,ICALAC SB 215,2356,Sep_20
104580,LAMSOFT L12 CONC.,205.8,Sep_20
104597,MAXTOP RM,98.3,Sep_20
104624,RODA CRYL 137,392.21,Sep_20
104625,RODA FEEL S 930,221.18,Sep_20
104634,RUBY DHL,2.034,Sep_20
104642,TOLUENE,36.12,Sep_20
104643,TOUCHMILL C/LDM (EX MILLITER C/LDM),41.325,Sep_20
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),68.234,Sep_20
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),79.3,Sep_20
104667,BINDER M-SM 118,4257.2,Sep_20
104672,MP1,4957.579,Sep_20
104673,SE W 11 CONC,128.1,Sep_20
104676,MELIO PROMUL AP-39 A,4108.576,Sep_20
104680,MEK-CLEANING SOLVENT,1246,Sep_20
104689,CERANIL D 1188,3.1,Sep_20
104690,DC65,89.941,Sep_20
104691,TOUCHMILL C/WS,185.75,Sep_20
104703,SMITFIX G 9058,7.439,Sep_20
104708,NOVA M 16/NF,1157.08,Sep_20
104727,DILUENT NITRO GL,48041.55,Sep_20
104728,PRIMEX UD 32,361.7,Sep_20
104729,TRUMP FINISH 6311,353.4,Sep_20
104734,TOUCHMILL C/FAT,244.94,Sep_20
104743,ISOLAC BIANCO,30.343,Sep_20
104744,ISOLAC ORANGE,1.402,Sep_20
104745,ISOLAC GIALLO ORO,57.206,Sep_20
104746,ISOLAC LEMON LP,10.653,Sep_20
104747,ISOLAC OCRA,100.505,Sep_20
104748,ISOLAC BRUNO,28.643,Sep_20
104749,ISOLAC BRUNO ROSSO,73.084,Sep_20
104750,ISOLAC ROSSO,26.083,Sep_20
104752,ISOLAC VIOLETTO,206.817,Sep_20
104753,ISOLAC TURCHESE,98.911,Sep_20
104754,ISOLAC NERO,575.576,Sep_20
104756,BRITEX BLACK,116.936,Sep_20
104757,BRITEX BROWN,65.874,Sep_20
104767,CONTEX ZITRON,267.594,Sep_20
104768,CONTEX BRUNO R,355.092,Sep_20
104769,CONTEX AMARANTO,158.402,Sep_20
104770,CONTEX BLUE MARINE,86.624,Sep_20
104771,CONTEX VERDE,103.521,Sep_20
104773,TO-VI-97,1323.61,Sep_20
104795,PM-4800,32.85,Sep_20
104796,RODA BASE DW 4088,6.9,Sep_20
104797,CONTEX BIANCO ULTRA DOS,7273.971,Sep_20
104798,CONTEX BRUNO V,329.49,Sep_20
104799,CONTEX NERO M,3561.386,Sep_20
104800,CONTEX OCRA,2608.221,Sep_20
104801,CONTEX ROSSO CO,163.874,Sep_20
104802,CONTEX BRUNO,1219.949,Sep_20
104803,CONTEX GIALLO ECP,1005.014,Sep_20
104804,CONTEX ARANCIO ECP,268.816,Sep_20
104805,CONTEX FUCHSIA,71.082,Sep_20
104806,CONTEX LEMON C,695.719,Sep_20
104807,CONTEX BLU T,188.495,Sep_20
104808,CONTEX TURCHESE T,138.582,Sep_20
104809,CONTEX VIOLETTO R,619.69,Sep_20
104810,CONTEX ROSSO HTR-CO,13.009,Sep_20
104824,NOVOLAC 750,21070.06,Sep_20
104846,RODA FEEL N 4,853.252,Sep_20
104847,RODA FEEL S 2081,187.277,Sep_20
104852,RU 74-987,72.133,Sep_20
104854,RODA PUR K 312,111.15,Sep_20
104858,ISO PROPYLIC ALCOHOL,77.5,Sep_20
104867,BASEMASK 5000,2395,Sep_20
104873,EX-WT-42-511,152.698,Sep_20
104877,CRX S 75 / NT,1325.951,Sep_20
104882,SMITFIX RL 9492,90.24,Sep_20
104886,AQ SYSTEM R 7,23.8,Sep_20
104891,LS-64-256,2856.65,Sep_20
104902,SAMIACEL MACCHIA 3338,483.901,Sep_20
104914,SAMIACEL LACCA 793,2681,Sep_20
104915,SAMIACEL OPACO 813,3623.95,Sep_20
104923,TOP RT 10,166.548,Sep_20
104926,TOP 100 M,417.4,Sep_20
104928,RODA BASE 5615,5309,Sep_20
104929,RODA BASE RECO 8,11993.224,Sep_20
104931,BINDER M-PR 400,47094.034,Sep_20
104932,BINDER W 212,10244.412,Sep_20
104937,MELIO AQUABASE W-MN,601.1,Sep_20
104938,COMPACT HP3,11916.4,Sep_20
104939,AQUAFIX LUCIDO 555,7702.649,Sep_20
104946,RODA WAX KCF 684,42.5,Sep_20
104949,RODA BASE RECO 3,12.6,Sep_20
104959,EX-LS-64-468,370.25,Sep_20
104960,RODA LINK 5504/N,1835.678,Sep_20
104961,RODA PUR 65,7159.075,Sep_20
104962,RODA LEVELLER B-LM,334.251,Sep_20
104963,RODA CARE NL,7412.16,Sep_20
104964,RODA FIX 6271,7442.612,Sep_20
104965,RODA LINK C/70,694.227,Sep_20
104973,TFIX M 9562,941.998,Sep_20
104988,RM 2510,1258.5,Sep_20
104989,RM 1080,551.456,Sep_20
105008,BINDER M-RI 99,5138.2,Sep_20
105020,BASEMASK 5755/T2,4420,Sep_20
105025,RODA BASE AF-B,502,Sep_20
105026,RODA FIX 6271/C,880.092,Sep_20
105027,RODA TEC AW,933.401,Sep_20
105042,SAMIANIL CB ROSSO RP,10,Sep_20
105043,SAMIANIL CB BRUNO RP,11.77,Sep_20
105045,SAMIANIL CB NERO RP,27.154,Sep_20
105080,RODA CARE HB,577,Sep_20
105084,GEALUX QT,381.9,Sep_20
105086,EX WT 43 051,1728.96,Sep_20
105126,ANTIFOAM NS-165,272.193,Sep_20
105161,PM1–CLEANING,8930,Sep_20
105167,AQUABASE HP,16787.94,Sep_20
105173,SMITFIX G 9631,2476.728,Sep_20
105175,SMITFIX G 9633,875.228,Sep_20
105203,RODA FIX 6306,525.15,Sep_20
105205,HM-22-132,241.7,Sep_20
105223,EXP AQ SYSTEM EF 91/8,6143.3,Sep_20
105255,MA-22-617,35.38,Sep_20
105256,XR-5525,112.072,Sep_20
105263,RODA FEEL 768/ N,39.64,Sep_20
105282,BUTYL CELLOSOLVE (BCS),376,Sep_20
105283,BUTYL CARBITOL (BC),365.249,Sep_20
105305,Busan 1346,6.28,Sep_20
105310,RODA LAC S 214/N,5327.6,Sep_20
105336,EX-SU-76-235,3087.39,Sep_20
105349,RODA FEEL S 2075,5.277,Sep_20
105371,RODA BASE RECO 2,3.6,Sep_20
105372,RODA BASE 5786,2.8,Sep_20
105373,RODA PUR 64,0.5,Sep_20
105393,RODA FEEL KTA 950,511.46,Sep_20
105402,ICALAC SB1 MATT,603.5,Sep_20
105410,EX-WT-35-711,1481.26,Sep_20
105411,XR-2514,46.56,Sep_20
105457,OXY CAR MOGANO HP,17.214,Sep_20
105458,OXY CAR AMARANTH HP,15.785,Sep_20
105460,OXY FINE BIANCO RD,528.357,Sep_20
105461,OXY CAR BROWN VIOLET HP,7.239,Sep_20
105462,OPERA RUBINO,0.43,Sep_20
105463,OPERA VERDE,11.876,Sep_20
105464,OPERA NERO FR,15.251,Sep_20
105465,OPERA OCRA DL,167.755,Sep_20
105466,OPERA ROSSO DL,39.967,Sep_20
105467,OPERA BRUNO DL,106.045,Sep_20
105468,OPERA GIALLO,75.434,Sep_20
105469,OPERA LIMONE,72.247,Sep_20
105470,OPERA TURCHESE,47.577,Sep_20
105471,OPERA PORPORA,0.16,Sep_20
105472,OPERA ARANCIO,5.688,Sep_20
105473,OPERA BLU,49.24,Sep_20
105474,OXY CAR BORDEAUX HP,5.72,Sep_20
105475,OXY FINE VIOLETTO,4.634,Sep_20
105476,OPERA VINACCIA,66.104,Sep_20
105493,SUPRONIL YELLOW LD-5928,10.75,Sep_20
105513,ISOLAC BIANCO N LP,1.416,Sep_20
105515,SAMIACEL OPACO 813 ET,12,Sep_20
100041,PRIMAL SB100,488.383,Sep_21
100094,ACRYSOL RM-825,21.3,Sep_21
100322,ICALAC SB 200,429.731,Sep_21
100413,MELIO FOAM AX-03,36.538,Sep_21
101261,EUDERM NAPPA SOFT S 2,162.797,Sep_21
104221,PRIMAL SB-150,752.605,Sep_21
104523,ORANGE DHL,0.036,Sep_21
104531,BLUE DHL,0.55,Sep_21
104541,CICLOESANONE *,358.41,Sep_21
104555,FI-70-306,263,Sep_21
104557,CONTEX GIALLO PK,38,Sep_21
104624,RODA CRYL 137,190.618,Sep_21
104625,RODA FEEL S 930,47.398,Sep_21
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),4.35,Sep_21
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),71.03,Sep_21
104667,BINDER M-SM 118,1840.653,Sep_21
104672,MP1,3863.608,Sep_21
104676,MELIO PROMUL AP-39 A,667.007,Sep_21
104680,MEK-CLEANING SOLVENT,29.6,Sep_21
104690,DC65,14.193,Sep_21
104691,TOUCHMILL C/WS,8.7,Sep_21
104703,SMITFIX G 9058,23.22,Sep_21
104727,DILUENT NITRO GL,8502.09,Sep_21
104728,PRIMEX UD 32,177.105,Sep_21
104729,TRUMP FINISH 6311,37.6,Sep_21
104734,TOUCHMILL C/FAT,10,Sep_21
104744,ISOLAC ORANGE,1.3,Sep_21
104745,ISOLAC GIALLO ORO,32.543,Sep_21
104746,ISOLAC LEMON LP,2.14,Sep_21
104747,ISOLAC OCRA,9.147,Sep_21
104748,ISOLAC BRUNO,1.333,Sep_21
104749,ISOLAC BRUNO ROSSO,25.352,Sep_21
104750,ISOLAC ROSSO,4.748,Sep_21
104752,ISOLAC VIOLETTO,14.523,Sep_21
104753,ISOLAC TURCHESE,12.005,Sep_21
104754,ISOLAC NERO,43.416,Sep_21
104756,BRITEX BLACK,7.409,Sep_21
104767,CONTEX ZITRON,56.302,Sep_21
104770,CONTEX BLUE MARINE,3.313,Sep_21
104771,CONTEX VERDE,9,Sep_21
104773,TO-VI-97,261.024,Sep_21
104799,CONTEX NERO M,140.402,Sep_21
104800,CONTEX OCRA,0.002,Sep_21
104801,CONTEX ROSSO CO,10.3,Sep_21
104805,CONTEX FUCHSIA,15,Sep_21
104807,CONTEX BLU T,12.4,Sep_21
104808,CONTEX TURCHESE T,5.6,Sep_21
104824,NOVOLAC 750,2695.061,Sep_21
104846,RODA FEEL N 4,132.54,Sep_21
104847,RODA FEEL S 2081,27.17,Sep_21
104858,ISO PROPYLIC ALCOHOL,15.5,Sep_21
104867,BASEMASK 5000,365.05,Sep_21
104873,EX-WT-42-511,23.22,Sep_21
104877,CRX S 75 / NT,165.393,Sep_21
104891,LS-64-256,1092.06,Sep_21
104910,RODA CARE 5754,400,Sep_21
104923,TOP RT 10,23.571,Sep_21
104926,TOP 100 M,92.2,Sep_21
104928,RODA BASE 5615,815.725,Sep_21
104929,RODA BASE RECO 8,3958.445,Sep_21
104931,BINDER M-PR 400,6939.763,Sep_21
104932,BINDER W 212,1740.06,Sep_21
104937,MELIO AQUABASE W-MN,172.7,Sep_21
104938,COMPACT HP3,713.032,Sep_21
104939,AQUAFIX LUCIDO 555,549.489,Sep_21
104949,RODA BASE RECO 3,3.4,Sep_21
104959,EX-LS-64-468,47,Sep_21
104960,RODA LINK 5504/N,381.78,Sep_21
104961,RODA PUR 65,1550.219,Sep_21
104962,RODA LEVELLER B-LM,140.593,Sep_21
104963,RODA CARE NL,3131.876,Sep_21
104964,RODA FIX 6271,2098.413,Sep_21
104965,RODA LINK C/70,184.389,Sep_21
104973,TFIX M 9562,915.521,Sep_21
104988,RM 2510,212.04,Sep_21
104989,RM 1080,70.736,Sep_21
105008,BINDER M-RI 99,2203.69,Sep_21
105020,BASEMASK 5755/T2,640,Sep_21
105026,RODA FIX 6271/C,248.855,Sep_21
105027,RODA TEC AW,315.591,Sep_21
105042,SAMIANIL CB ROSSO RP,0.594,Sep_21
105043,SAMIANIL CB BRUNO RP,2.202,Sep_21
105045,SAMIANIL CB NERO RP,10.747,Sep_21
105084,GEALUX QT,10.35,Sep_21
105086,EX WT 43 051,131.9,Sep_21
105114,SODA CASTIC,250,Sep_21
105126,ANTIFOAM NS-165,22.781,Sep_21
105167,AQUABASE HP,375,Sep_21
105173,SMITFIX G 9631,911.543,Sep_21
105175,SMITFIX G 9633,240.275,Sep_21
105203,RODA FIX 6306,82.15,Sep_21
105205,HM-22-132,15.75,Sep_21
105218,FOUNDER ROLLER 2515,3120,Sep_21
105223,EXP AQ SYSTEM EF 91/8,954.407,Sep_21
105256,XR-5525,7.265,Sep_21
105263,RODA FEEL 768/ N,6.262,Sep_21
105283,BUTYL CARBITOL (BC),83.964,Sep_21
105310,RODA LAC S 214/N,1219.512,Sep_21
105336,EX-SU-76-235,345.7,Sep_21
105349,RODA FEEL S 2075,0.34,Sep_21
105369,RODA PUR ADX,48,Sep_21
105376,TOPCELL VOC FREE,395.271,Sep_21
105393,RODA FEEL KTA 950,49.402,Sep_21
105409,RODA GROUND RECO 5,207.502,Sep_21
105455,OXY CAR CITRON HP,31.417,Sep_21
105457,OXY CAR MOGANO HP,64.61,Sep_21
105458,OXY CAR AMARANTH HP,38.206,Sep_21
105459,OXY CAR OCEAN BLUE HP,24.853,Sep_21
105460,OXY FINE BIANCO RD,1617.646,Sep_21
105461,OXY CAR BROWN VIOLET HP,161.943,Sep_21
105462,OPERA RUBINO,3.991,Sep_21
105463,OPERA VERDE,23.989,Sep_21
105464,OPERA NERO FR,263.363,Sep_21
105465,OPERA OCRA DL,615.316,Sep_21
105466,OPERA ROSSO DL,22.847,Sep_21
105467,OPERA BRUNO DL,73.931,Sep_21
105468,OPERA GIALLO,252.222,Sep_21
105469,OPERA LIMONE,229.441,Sep_21
105470,OPERA TURCHESE,56.195,Sep_21
105471,OPERA PORPORA,28.068,Sep_21
105472,OPERA ARANCIO,29.47,Sep_21
105473,OPERA BLU,91.86,Sep_21
105474,OXY CAR BORDEAUX HP,10.805,Sep_21
105475,OXY FINE VIOLETTO,6.782,Sep_21
105476,OPERA VINACCIA,75.971,Sep_21
105492,SELLA DERM YELLOW M2,6.311,Sep_21
105513,ISOLAC BIANCO N LP,5.465,Sep_21
105515,SAMIACEL OPACO 813 ET,597.69,Sep_21
105516,RODA CARE HB-B,150,Sep_21
105533,SAMIACEL LACCA 793 ET,256.7,Sep_21
105534,SAMIACEL MACCHIA 3338 ET,104.893,Sep_21
105535,OPERA MANDARINO,6.308,Sep_21
105545,RODA WAX 4092,68.968,Sep_21
105547,SELLA DERM LIGHT BLUE M2,0.537,Sep_21
105548,SELLA DERM FUCHSIA M2,0.901,Sep_21
105549,SELLA DERM ORANGE M2,1.468,Sep_21
105550,RODA PUR K 312/F,61,Sep_21
105554,RODA LAC ON 3050-N3,10.3,Sep_21
105559,RODA BASE AF-B/N,90.598,Sep_21
105621,RODA WAX KCF 604/N,482.15,Sep_21
105656,PRIMAL LH 550,37,Sep_21
100029,HM183,0.6,Sep_22
100094,ACRYSOL RM-825,90.61,Sep_22
100322,ICALAC SB 200,559.753,Sep_22
100413,MELIO FOAM AX-03,110.206,Sep_22
101261,EUDERM NAPPA SOFT S 2,674.32,Sep_22
104528,BI-372,2.5,Sep_22
104531,BLUE DHL,0.13,Sep_22
104541,CICLOESANONE *,503.208,Sep_22
104555,FI-70-306,82.25,Sep_22
104572,ICALAC SB 215,263.05,Sep_22
104624,RODA CRYL 137,155.649,Sep_22
104625,RODA FEEL S 930,70.325,Sep_22
104642,TOLUENE,0.11,Sep_22
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),19.56,Sep_22
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),61.38,Sep_22
104672,MP1,2407.942,Sep_22
104673,SE W 11 CONC,37.3,Sep_22
104676,MELIO PROMUL AP-39 A,1644.017,Sep_22
104680,MEK-CLEANING SOLVENT,192.195,Sep_22
104690,DC65,0.78,Sep_22
104691,TOUCHMILL C/WS,39.42,Sep_22
104703,SMITFIX G 9058,12.814,Sep_22
104727,DILUENT NITRO GL,13036.091,Sep_22
104729,TRUMP FINISH 6311,11,Sep_22
104744,ISOLAC ORANGE,0.33,Sep_22
104745,ISOLAC GIALLO ORO,45.554,Sep_22
104746,ISOLAC LEMON LP,12.927,Sep_22
104747,ISOLAC OCRA,11.301,Sep_22
104748,ISOLAC BRUNO,16.516,Sep_22
104749,ISOLAC BRUNO ROSSO,21.759,Sep_22
104750,ISOLAC ROSSO,6.803,Sep_22
104752,ISOLAC VIOLETTO,40.956,Sep_22
104753,ISOLAC TURCHESE,15.732,Sep_22
104754,ISOLAC NERO,103.027,Sep_22
104756,BRITEX BLACK,12.321,Sep_22
104757,BRITEX BROWN,4.7,Sep_22
104769,CONTEX AMARANTO,5.8,Sep_22
104773,TO-VI-97,793.385,Sep_22
104804,CONTEX ARANCIO ECP,33.495,Sep_22
104824,NOVOLAC 750,2824.779,Sep_22
104846,RODA FEEL N 4,532.61,Sep_22
104847,RODA FEEL S 2081,60.849,Sep_22
104858,ISO PROPYLIC ALCOHOL,89.05,Sep_22
104867,BASEMASK 5000,1282.478,Sep_22
104873,EX-WT-42-511,60.33,Sep_22
104877,CRX S 75 / NT,242.905,Sep_22
104891,LS-64-256,525.878,Sep_22
104923,TOP RT 10,50.916,Sep_22
104926,TOP 100 M,147.438,Sep_22
104928,RODA BASE 5615,561.507,Sep_22
104929,RODA BASE RECO 8,4313.65,Sep_22
104931,BINDER M-PR 400,15602.468,Sep_22
104932,BINDER W 212,4738.711,Sep_22
104937,MELIO AQUABASE W-MN,363.7,Sep_22
104938,COMPACT HP3,6186.597,Sep_22
104939,AQUAFIX LUCIDO 555,2894.71,Sep_22
104944,RODA OIL KCF 673,250,Sep_22
104948,RODA WAX 6311,22,Sep_22
104949,RODA BASE RECO 3,71.92,Sep_22
104959,EX-LS-64-468,0.5,Sep_22
104960,RODA LINK 5504/N,667.398,Sep_22
104962,RODA LEVELLER B-LM,150.567,Sep_22
104963,RODA CARE NL,1741.943,Sep_22
104964,RODA FIX 6271/B,3310.472,Sep_22
104965,RODA LINK C/70,282.654,Sep_22
104973,TFIX M 9562,390.59,Sep_22
104988,RM 2510,396.04,Sep_22
104989,RM 1080,119.876,Sep_22
105008,BINDER M-RI 99,1296.594,Sep_22
105020,BASEMASK 5755/T2,662.4,Sep_22
105027,RODA TEC AW,1209.92,Sep_22
105042,SAMIANIL CB ROSSO RP,0.554,Sep_22
105043,SAMIANIL CB BRUNO RP,0.526,Sep_22
105045,SAMIANIL CB NERO RP,1.169,Sep_22
105084,GEALUX QT,33.57,Sep_22
105086,EX WT 43 051,441.7,Sep_22
105126,ANTIFOAM NS-165,8.94,Sep_22
105167,AQUABASE HP,4097,Sep_22
105173,SMITFIX G 9631,372.248,Sep_22
105175,SMITFIX G 9633,132.773,Sep_22
105203,RODA FIX 6306,26.35,Sep_22
105205,HM-22-132,43.15,Sep_22
105223,EXP AQ SYSTEM EF 91/8,1730.566,Sep_22
105255,MA-22-617,5.458,Sep_22
105263,RODA FEEL 768/ N,24.988,Sep_22
105283,BUTYL CARBITOL (BC),95.377,Sep_22
105310,RODA LAC S 214/N,1717.014,Sep_22
105336,EX-SU-76-235,868.823,Sep_22
105349,RODA FEEL S 2075,0.232,Sep_22
105369,RODA PUR ADX,25.288,Sep_22
105376,TOPCELL VOC FREE,2545,Sep_22
105393,RODA FEEL KTA 950,41.12,Sep_22
105402,ICALAC SB1 MATT,47.45,Sep_22
105409,RODA GROUND RECO 5,115,Sep_22
105410,EX-WT-35-711,1288.329,Sep_22
105455,OXY CAR CITRON HP,52.534,Sep_22
105457,OXY CAR MOGANO HP,29.72,Sep_22
105458,OXY CAR AMARANTH HP,12.887,Sep_22
105459,OXY CAR OCEAN BLUE HP,35.301,Sep_22
105460,OXY FINE BIANCO RD,2737.709,Sep_22
105461,OXY CAR BROWN VIOLET HP,298.197,Sep_22
105462,OPERA RUBINO,13.953,Sep_22
105463,OPERA VERDE,103.261,Sep_22
105464,OPERA NERO FR,871.595,Sep_22
105465,OPERA OCRA DL,1535.565,Sep_22
105466,OPERA ROSSO DL,33.539,Sep_22
105467,OPERA BRUNO DL,304.112,Sep_22
105468,OPERA GIALLO,441.659,Sep_22
105469,OPERA LIMONE,233.252,Sep_22
105470,OPERA TURCHESE,89.771,Sep_22
105471,OPERA PORPORA,29.255,Sep_22
105472,OPERA ARANCIO,42.379,Sep_22
105473,OPERA BLU,89.214,Sep_22
105474,OXY CAR BORDEAUX HP,41.709,Sep_22
105475,OXY FINE VIOLETTO,62.236,Sep_22
105476,OPERA VINACCIA,107.907,Sep_22
105492,SELLA DERM YELLOW M2,15.96,Sep_22
105505,ASTACIN FINISH PUMN TF,2477.632,Sep_22
105513,ISOLAC BIANCO N LP,6.619,Sep_22
105515,SAMIACEL OPACO 813 ET,612.76,Sep_22
105516,RODA CARE HB-B,51.4,Sep_22
105533,SAMIACEL LACCA 793 ET,387.087,Sep_22
105534,SAMIACEL MACCHIA 3338 ET,87.193,Sep_22
105535,OPERA MANDARINO,26.358,Sep_22
105545,RODA WAX 4092,36.338,Sep_22
105547,SELLA DERM LIGHT BLUE M2,0.105,Sep_22
105548,SELLA DERM FUCHSIA M2,0.17,Sep_22
